city_id,run_date,n_panos,n_quality,q_p10,q_p25,q_p50,q_p75,q_p90,pct_ge_good,pct_lt_poor,n_sequences,n_seq_mixed_foot,n_seq_mixed_org,seq_q_p25,seq_q_p50,seq_q_p75,n_foot_known,n_panos_on_foot,pct_on_foot,q_p50_on_foot,q_p50_vehicle,n_seq_on_foot,n_seq_vehicle,seq_q_p50_on_foot,seq_q_p50_vehicle,n_with_org,n_distinct_orgs,q_p50_org,q_p50_no_org,n_seq_org,n_seq_no_org,seq_q_p50_org,seq_q_p50_no_org,pct_with_org
killingly--connecticut--united-states,2026-08-23,113775,113775,0.602,0.736,0.815,0.852,0.877,1.9714,9.6981,718,0,0,0.766,0.822,0.853,113775,1,0.0009,0.129,0.815,1,717,0.129,0.822,2486,1,0.8175,0.814,16,702,0.794,0.823,2.185
kilmichael--mississippi--united-states,2026-08-23,2685,2685,0.745,0.769,0.794,0.812,0.825,0.0,0.0,4,0,0,0.7925,0.8013,0.806,2685,0,0.0,,0.794,0,4,,0.8013,2685,1,0.794,,4,0,0.8013,,100.0
kirkland--washington--united-states,2026-08-23,14276,14276,0.68,0.782,0.851,0.882,0.905,12.7627,4.9734,52,0,0,0.7784,0.8337,0.8681,14276,84,0.5884,0.7985,0.851,1,51,0.7985,0.836,335,1,0.881,0.85,5,47,0.884,0.815,2.3466
klagenfurt-am-woerthersee--carinthia--austria,2026-08-23,3727,3727,0.657,0.7155,0.77,0.812,0.8434,0.3756,2.2807,44,0,0,0.7452,0.774,0.8045,3727,1366,36.6515,0.742,0.782,12,32,0.745,0.7868,534,1,0.752,0.772,13,31,0.775,0.772,14.3279
kodiak--alaska--united-states,2026-08-23,11286,11286,0.759,0.805,0.843,0.866,0.881,1.4531,0.0,18,0,0,0.7833,0.8473,0.8548,11286,0,0.0,,0.843,0,18,,0.8473,0,0,,0.843,0,18,,0.8473,0.0
krotz-springs--louisiana--united-states,2026-08-23,369,369,0.5454,0.76,0.802,0.819,0.832,0.0,17.0732,6,0,0,0.7485,0.7795,0.8105,369,0,0.0,,0.802,0,6,,0.7795,369,1,0.802,,6,0,0.7795,,100.0
kyiv--ukraine,2026-08-24,271585,271585,0.75,0.797,0.836,0.867,0.889,4.7271,0.6429,4206,0,0,0.76,0.796,0.845,271585,60742,22.3657,0.805,0.842,1593,2613,0.792,0.798,37,1,0.781,0.836,1,4205,0.781,0.796,0.0136
lagos--lagos-state--nigeria,2026-08-24,34045,34045,0.759,0.786,0.812,0.836,0.855,1.3247,0.1292,240,0,0,0.794,0.8135,0.83,34045,7169,21.0574,0.801,0.815,36,204,0.8023,0.8157,7897,4,0.805,0.814,41,199,0.804,0.815,23.1958
lake-havasu-city--arizona--united-states,2026-08-24,2647,2647,0.806,0.83,0.854,0.888,0.912,18.3982,1.0956,9,0,0,0.838,0.875,0.908,2647,0,0.0,,0.854,0,9,,0.875,2229,1,0.846,0.913,6,3,0.8535,0.912,84.2085
lakewood--california--united-states,2026-08-24,39033,39033,0.777,0.804,0.84,0.884,0.905,14.767,0.0436,163,0,0,0.8025,0.834,0.853,39033,3,0.0077,0.156,0.84,1,162,0.156,0.8345,0,0,,0.84,0,163,,0.834,0.0
lakewood--colorado--united-states,2026-08-24,75487,75487,0.839,0.862,0.88,0.895,0.906,16.9963,0.0225,1725,0,0,0.865,0.875,0.886,75487,0,0.0,,0.88,0,1725,,0.875,11242,3,0.889,0.878,844,881,0.87,0.882,14.8926
lambertville--new-jersey--united-states,2026-08-24,10,10,0.7819,0.8015,0.8195,0.8347,0.8424,0.0,0.0,1,0,0,0.8195,0.8195,0.8195,10,10,100.0,0.8195,,1,0,0.8195,,0,0,,0.8195,0,1,,0.8195,0.0
lansing--michigan--united-states,2026-08-24,309221,309221,0.748,0.786,0.818,0.848,0.871,0.7477,0.5038,298,0,0,0.7961,0.8185,0.845,309221,1,0.0003,0.513,0.818,1,297,0.513,0.819,0,0,,0.818,0,298,,0.8185,0.0
las-vegas--nevada--united-states,2026-08-25,18852,18852,0.699,0.743,0.793,0.851,0.879,3.3047,1.3049,59,0,0,0.7488,0.833,0.8733,18852,616,3.2676,0.814,0.792,12,47,0.721,0.86,0,0,,0.793,0,59,,0.833,0.0
laurens--iowa--united-states,2026-08-25,5709,5709,0.811,0.837,0.864,0.883,0.896,7.4269,0.035,19,0,0,0.856,0.8645,0.8735,5709,0,0.0,,0.864,0,19,,0.8645,0,0,,0.864,0,19,,0.8645,0.0
lawrence--kansas--united-states,2026-08-25,20408,20408,0.659,0.783,0.81,0.831,0.85,0.3136,8.4624,37,0,0,0.806,0.821,0.84,20408,0,0.0,,0.81,0,37,,0.821,18055,1,0.807,0.841,17,20,0.811,0.837,88.4702
lawton--oklahoma--united-states,2026-08-25,14564,14564,0.829,0.859,0.882,0.902,0.914,28.0005,0.0687,34,0,0,0.8202,0.8775,0.9028,14564,0,0.0,,0.882,0,34,,0.8775,1397,1,0.811,0.885,10,24,0.81,0.8905,9.5921
leavenworth--washington--united-states,2026-08-25,4,4,0.7149,0.7298,0.755,0.7722,0.7727,0.0,0.0,4,0,0,0.7298,0.755,0.7722,4,4,100.0,0.755,,4,0,0.755,,0,0,,0.755,0,4,,0.755,0.0
levan--utah--united-states,2026-08-26,194,194,0.089,0.103,0.113,0.133,0.1697,0.0,100.0,1,0,0,0.113,0.113,0.113,194,0,0.0,,0.113,0,1,,0.113,0,0,,0.113,0,1,,0.113,0.0
lewiston--maine--united-states,2026-08-26,3625,3625,0.771,0.795,0.82,0.854,0.885,3.5586,0.0,5,0,0,0.8125,0.824,0.887,3625,0,0.0,,0.82,0,5,,0.824,0,0,,0.82,0,5,,0.824,0.0
lexington--minnesota--united-states,2026-08-26,558,558,0.7094,0.734,0.774,0.8078,0.827,0.0,0.3584,15,0,0,0.7585,0.7795,0.8055,558,486,87.0968,0.765,0.8105,8,7,0.7585,0.8055,0,0,,0.774,0,15,,0.7795,0.0
liberia--liberia--costa-rica,2026-08-26,11715,11715,0.757,0.807,0.84,0.86,0.875,0.8878,1.8353,36,0,0,0.79,0.837,0.8552,11715,0,0.0,,0.84,0,36,,0.837,0,0,,0.84,0,36,,0.837,0.0
lima--peru,2026-08-26,557586,557586,0.806,0.837,0.863,0.885,0.9,10.6531,0.8727,1614,0,0,0.843,0.862,0.8788,557586,1014,0.1819,0.1545,0.863,6,1608,0.3265,0.862,916,1,0.7485,0.863,5,1609,0.827,0.862,0.1643
lincoln--nebraska--united-states,2026-08-26,167757,167757,0.76,0.795,0.828,0.855,0.876,1.6566,1.9272,166,0,0,0.8115,0.8415,0.8618,167757,0,0.0,,0.828,0,166,,0.8415,155065,1,0.829,0.799,114,52,0.8375,0.8535,92.4343
lisbon--lisbon--portugal,2026-08-26,80755,80755,0.729,0.789,0.833,0.862,0.882,2.302,2.3974,263,0,0,0.8058,0.829,0.851,80755,6718,8.319,0.821,0.833,30,233,0.816,0.83,35892,4,0.828,0.835,134,129,0.828,0.831,44.4455
litchfield--connecticut--united-states,2026-08-26,87532,87532,0.74,0.787,0.831,0.868,0.894,6.9449,0.5758,530,0,0,0.7823,0.818,0.8495,87532,0,0.0,,0.831,0,530,,0.818,1008,1,0.874,0.83,2,528,0.894,0.818,1.1516
little-rock--arkansas--united-states,2026-08-27,36929,36929,0.779,0.81,0.838,0.863,0.887,5.4023,0.0623,50,0,0,0.823,0.8432,0.8608,36929,0,0.0,,0.838,0,50,,0.8432,14658,1,0.824,0.849,12,38,0.8195,0.8535,39.6924
london--england--united-kingdom,2026-08-27,261318,261318,0.734,0.8,0.853,0.888,0.907,15.3736,2.986,1308,0,0,0.7888,0.861,0.889,261318,33398,12.7806,0.798,0.858,373,935,0.72,0.876,32460,4,0.889,0.847,443,865,0.894,0.82,12.4216
lone-tree--colorado--united-states,2026-08-27,15777,15777,0.721,0.764,0.869,0.889,0.903,13.2154,0.3042,65,0,0,0.856,0.88,0.89,15777,0,0.0,,0.869,0,65,,0.88,0,0,,0.869,0,65,,0.88,0.0
longview--washington--united-states,2026-08-27,3318,3318,0.786,0.846,0.871,0.889,0.903,13.7734,0.9946,4,0,0,0.6693,0.677,0.7303,3318,0,0.0,,0.871,0,4,,0.677,0,0,,0.871,0,4,,0.677,0.0
los-angeles--california--united-states,2026-08-28,1270403,1270403,0.739,0.815,0.859,0.89,0.909,16.6814,3.3761,4882,0,0,0.814,0.849,0.873,1270403,103668,8.1602,0.701,0.864,588,4294,0.7055,0.854,307850,4,0.848,0.864,2641,2241,0.847,0.853,24.2325
louisville--kentucky--united-states,2026-08-28,27794,27794,0.745,0.789,0.838,0.881,0.899,9.5056,0.2159,377,0,0,0.742,0.778,0.812,27794,1,0.0036,0.836,0.838,1,376,0.836,0.7775,26592,3,0.843,0.771,372,5,0.7775,0.795,95.6753
loxahatchee-groves--florida--united-states,2026-08-28,3219,3219,0.708,0.739,0.771,0.796,0.815,0.0,0.1553,338,0,0,0.7612,0.7825,0.8014,3219,0,0.0,,0.771,0,338,,0.7825,0,0,,0.771,0,338,,0.7825,0.0
ludlow--vermont--united-states,2026-08-13,939,939,0.797,0.812,0.83,0.85,0.867,0.0,0.0,2,0,0,0.8302,0.8305,0.8307,939,0,0.0,,0.83,0,2,,0.8305,0,0,,0.83,0,2,,0.8305,0.0
malden--massachusetts--united-states,2026-08-12,1422,1422,0.6621,0.74,0.8035,0.8548,0.881,3.3052,1.0549,51,0,0,0.8655,0.8925,0.9125,1422,0,0.0,,0.8035,0,51,,0.8925,282,2,0.677,0.817,43,8,0.899,0.807,19.8312
manville--wyoming--united-states,2026-08-12,134,134,0.7943,0.8013,0.807,0.814,0.8227,0.0,0.0,1,0,0,0.807,0.807,0.807,134,0,0.0,,0.807,0,1,,0.807,134,1,0.807,,1,0,0.807,,100.0
marinette--wisconsin--united-states,2026-08-30,4418,4418,0.681,0.7532,0.817,0.855,0.882,2.9651,0.5432,29,0,0,0.7825,0.813,0.83,4418,0,0.0,,0.817,0,29,,0.813,0,0,,0.817,0,29,,0.813,0.0
marriott-slaterville--utah--united-states,2026-08-30,5941,5941,0.222,0.43,0.841,0.88,0.901,11.0587,36.6437,35,0,0,0.8345,0.869,0.8832,5941,0,0.0,,0.841,0,35,,0.869,1485,1,0.862,0.608,15,20,0.8615,0.8805,24.9958
maryville--tennessee--united-states,2026-08-30,2392,2392,0.675,0.741,0.796,0.837,0.866,1.1288,2.7174,16,0,0,0.7838,0.8035,0.8217,2392,0,0.0,,0.796,0,16,,0.8035,0,0,,0.796,0,16,,0.8035,0.0
menifee--arkansas--united-states,2026-08-30,3272,3272,0.855,0.869,0.883,0.901,0.914,27.3227,0.0,3,0,0,0.883,0.885,0.8855,3272,0,0.0,,0.883,0,3,,0.885,0,0,,0.883,0,3,,0.885,0.0
meriden--connecticut--united-states,2026-08-30,146063,146063,0.741,0.792,0.833,0.87,0.896,7.7782,3.2301,963,0,0,0.8,0.833,0.8652,146063,0,0.0,,0.833,0,963,,0.833,8058,1,0.811,0.836,103,860,0.812,0.838,5.5168
meridian--idaho--united-states,2026-08-30,202089,202089,0.742,0.775,0.834,0.901,0.917,25.9628,0.0218,526,0,0,0.784,0.873,0.9029,202089,0,0.0,,0.834,0,526,,0.873,103,1,0.834,0.834,3,523,0.8265,0.873,0.051
mexico-city--mexico,2026-08-30,27998,27998,0.668,0.769,0.806,0.832,0.855,0.4393,4.8111,175,0,0,0.7978,0.816,0.84,27998,4899,17.4977,0.815,0.804,110,65,0.824,0.809,7308,1,0.806,0.806,22,153,0.8083,0.818,26.1019
miami-gardens--florida--united-states,2026-08-30,168551,168551,0.768,0.797,0.823,0.843,0.858,0.038,0.1293,2318,0,0,0.803,0.8245,0.842,168551,0,0.0,,0.823,0,2318,,0.8245,0,0,,0.823,0,2318,,0.8245,0.0
midway--kentucky--united-states,2026-08-31,59,59,0.7818,0.799,0.814,0.8255,0.832,0.0,0.0,1,0,0,0.814,0.814,0.814,59,0,0.0,,0.814,0,1,,0.814,0,0,,0.814,0,1,,0.814,0.0
milford--connecticut--united-states,2026-08-31,131634,131634,0.749,0.788,0.83,0.864,0.887,4.2831,2.0701,1845,0,0,0.803,0.841,0.8655,131634,0,0.0,,0.83,0,1845,,0.841,253,1,0.883,0.83,1,1844,0.883,0.841,0.1922
mill-valley--california--united-states,2026-08-31,1586,1586,0.676,0.713,0.752,0.793,0.818,0.0,1.5132,7,0,0,0.736,0.761,0.7875,1586,0,0.0,,0.752,0,7,,0.761,0,0,,0.752,0,7,,0.761,0.0
milliken--colorado--united-states,2026-08-31,32709,32709,0.8278,0.852,0.879,0.901,0.913,26.5646,0.0,104,0,0,0.854,0.8815,0.8975,32709,0,0.0,,0.879,0,104,,0.8815,3129,1,0.831,0.883,9,95,0.864,0.886,9.5662
mills--wyoming--united-states,2026-08-31,2268,2268,0.801,0.818,0.837,0.858,0.876,2.6896,0.0,7,0,0,0.8302,0.8315,0.854,2268,0,0.0,,0.837,0,7,,0.8315,895,1,0.83,0.847,1,6,0.83,0.8392,39.4621
millwood--washington--united-states,2026-08-31,1685,1685,0.81,0.838,0.862,0.88,0.894,5.2819,0.0,163,0,0,0.837,0.862,0.8752,1685,0,0.0,,0.862,0,163,,0.862,1490,1,0.8595,0.877,161,2,0.862,0.8795,88.4273
milwaukee--wisconsin--united-states,2026-08-31,9914,9914,0.777,0.837,0.873,0.895,0.909,19.4573,0.6657,19,0,0,0.7743,0.84,0.8815,9914,94,0.9482,0.713,0.873,4,15,0.7035,0.856,0,0,,0.873,0,19,,0.84,0.0
minneapolis--minnesota--united-states,2026-08-31,56032,56032,0.727,0.783,0.828,0.863,0.887,4.9722,1.1065,381,0,0,0.792,0.8285,0.857,56032,7096,12.6642,0.809,0.83,245,136,0.834,0.826,2644,3,0.7545,0.83,12,369,0.74,0.83,4.7187
minneiska--minnesota--united-states,2026-08-31,953,953,0.847,0.859,0.871,0.88,0.887,0.2099,0.0,2,0,0,0.8625,0.867,0.8715,953,0,0.0,,0.871,0,2,,0.867,0,0,,0.871,0,2,,0.867,0.0
minot--north-dakota--united-states,2026-08-31,51,51,0.783,0.787,0.794,0.8035,0.82,0.0,0.0,1,0,0,0.794,0.794,0.794,51,0,0.0,,0.794,0,1,,0.794,0,0,,0.794,0,1,,0.794,0.0
monte-sereno--california--united-states,2026-08-31,170,170,0.714,0.739,0.765,0.784,0.8071,0.0,0.5882,3,0,0,0.7617,0.7785,0.7897,170,0,0.0,,0.765,0,3,,0.7785,0,0,,0.765,0,3,,0.7785,0.0
montgomery--alabama--united-states,2026-08-31,3017,3017,0.687,0.752,0.795,0.822,0.842,0.0,0.0663,11,0,0,0.782,0.801,0.81,3017,0,0.0,,0.795,0,11,,0.801,0,0,,0.795,0,11,,0.801,0.0
montpelier--vermont--united-states,2026-09-01,55266,55266,0.797,0.842,0.877,0.898,0.914,23.5534,0.0109,291,0,0,0.864,0.883,0.896,55266,0,0.0,,0.877,0,291,,0.883,27336,2,0.881,0.873,258,33,0.8845,0.878,49.4626
morgantown--west-virginia--united-states,2026-09-01,85182,85182,0.737,0.806,0.849,0.879,0.901,10.8579,3.3223,373,0,0,0.8245,0.854,0.875,85182,0,0.0,,0.849,0,373,,0.854,68538,1,0.858,0.759,313,60,0.859,0.7363,80.4607
morrisville--north-carolina--united-states,2026-09-01,10586,10586,0.656,0.72,0.79,0.859,0.888,3.7691,2.5505,42,0,0,0.7652,0.802,0.8681,10586,0,0.0,,0.79,0,42,,0.802,0,0,,0.79,0,42,,0.802,0.0
moscow--russia,2026-09-01,183002,183002,0.617,0.747,0.81,0.855,0.882,3.4158,9.1955,1911,0,0,0.708,0.788,0.83,183002,60334,32.969,0.782,0.826,1085,826,0.771,0.804,0,0,,0.81,0,1911,,0.788,0.0
mount-dora--florida--united-states,2026-09-01,67,67,0.8014,0.822,0.833,0.844,0.886,0.0,0.0,4,0,0,0.8356,0.8615,0.8868,67,0,0.0,,0.833,0,4,,0.8615,0,0,,0.833,0,4,,0.8615,0.0
mountain-view--arkansas--united-states,2026-09-02,1751,1751,0.817,0.836,0.854,0.869,0.88,0.2856,0.0,1,0,0,0.854,0.854,0.854,1751,0,0.0,,0.854,0,1,,0.854,0,0,,0.854,0,1,,0.854,0.0
mumbai--maharashtra--india,2026-09-02,18431,18431,0.775,0.812,0.845,0.872,0.89,4.3134,0.2062,123,0,0,0.671,0.793,0.8468,18431,68,0.3689,0.697,0.846,38,85,0.71,0.826,0,0,,0.845,0,123,,0.793,0.0
myersville--maryland--united-states,2026-09-02,181,181,0.839,0.852,0.865,0.875,0.889,1.6575,0.0,1,0,0,0.865,0.865,0.865,181,0,0.0,,0.865,0,1,,0.865,181,1,0.865,,1,0,0.865,,100.0
nairobi--nairobi-county--kenya,2026-09-02,26147,26147,0.66,0.745,0.812,0.855,0.881,2.6925,5.2817,71,0,0,0.7732,0.808,0.8365,26147,402,1.5375,0.814,0.812,31,40,0.8,0.8103,0,0,,0.812,0,71,,0.808,0.0
nakuru--nakuru--kenya,2026-09-02,212520,212520,0.717,0.761,0.804,0.843,0.874,2.3687,0.359,808,0,0,0.7768,0.804,0.837,212520,2112,0.9938,0.803,0.804,13,795,0.803,0.804,0,0,,0.804,0,808,,0.804,0.0
nampa--idaho--united-states,2026-09-02,1329,1329,0.738,0.752,0.77,0.799,0.822,0.3762,0.0,15,0,0,0.757,0.771,0.8262,1329,0,0.0,,0.77,0,15,,0.771,62,1,0.8265,0.769,2,13,0.8262,0.769,4.6652
nanaimo--british-columbia--canada,2026-09-02,4841,4841,0.539,0.608,0.642,0.748,0.797,0.0,22.2062,26,0,0,0.655,0.7215,0.7913,4841,2484,51.3117,0.741,0.63,19,7,0.758,0.632,0,0,,0.642,0,26,,0.7215,0.0
napa--california--united-states,2026-09-02,2684,2684,0.82,0.837,0.855,0.87,0.885,1.6021,0.0,3,0,0,0.8515,0.857,0.86,2684,0,0.0,,0.855,0,3,,0.857,0,0,,0.855,0,3,,0.857,0.0
nashville--tennessee--united-states,2026-09-03,24353,24353,0.804,0.833,0.857,0.877,0.894,6.8821,0.1766,157,0,0,0.844,0.859,0.875,24353,1,0.0041,0.553,0.857,1,156,0.553,0.859,0,0,,0.857,0,157,,0.859,0.0
naugatuck--connecticut--united-states,2026-09-03,42402,42402,0.753,0.797,0.835,0.869,0.893,7.0563,0.8985,351,0,0,0.792,0.827,0.8585,42402,0,0.0,,0.835,0,351,,0.827,0,0,,0.835,0,351,,0.827,0.0
negaunee--michigan--united-states,2026-09-03,426,426,0.771,0.782,0.794,0.81,0.823,0.0,0.0,3,0,0,0.7985,0.808,0.8095,426,0,0.0,,0.794,0,3,,0.808,0,0,,0.794,0,3,,0.808,0.0
new-albany--mississippi--united-states,2026-09-03,1184,1184,0.742,0.805,0.847,0.859,0.868,0.0,0.0,16,0,0,0.8462,0.8525,0.858,1184,0,0.0,,0.847,0,16,,0.8525,0,0,,0.847,0,16,,0.8525,0.0
new-britain--connecticut--united-states,2026-09-03,106123,106123,0.714,0.783,0.835,0.871,0.894,6.9693,4.6578,863,0,0,0.7915,0.833,0.866,106123,639,0.6021,0.885,0.834,3,860,0.877,0.833,14,1,0.867,0.835,1,862,0.867,0.833,0.0132
new-delhi--india,2026-09-03,12414,12414,0.704,0.75,0.794,0.833,0.866,1.4016,0.5397,43,0,0,0.7785,0.8075,0.8385,12414,50,0.4028,0.62,0.794,3,40,0.62,0.8078,0,0,,0.794,0,43,,0.8075,0.0
new-haven--connecticut--united-states,2026-09-03,201900,201900,0.754,0.812,0.854,0.883,0.903,11.8004,3.5027,1835,0,0,0.814,0.8485,0.873,201900,2680,1.3274,0.808,0.854,15,1820,0.786,0.849,1737,1,0.865,0.854,47,1788,0.87,0.848,0.8603
new-hope--minnesota--united-states,2026-09-03,61,61,0.681,0.737,0.771,0.791,0.819,0.0,0.0,7,0,0,0.774,0.779,0.78,61,61,100.0,0.771,,7,0,0.779,,0,0,,0.771,0,7,,0.779,0.0
new-london--connecticut--united-states,2026-09-03,102897,102897,0.732,0.785,0.83,0.867,0.891,6.178,2.7076,868,0,0,0.8035,0.8377,0.868,102897,0,0.0,,0.83,0,868,,0.8377,2484,1,0.858,0.829,32,836,0.8625,0.837,2.4141
new-orleans--louisiana--united-states,2026-09-03,155318,155318,0.795,0.826,0.854,0.876,0.89,3.4297,0.0856,434,0,0,0.821,0.851,0.872,155318,839,0.5402,0.763,0.854,5,429,0.774,0.852,82233,2,0.87,0.832,204,230,0.872,0.8297,52.9449
new-ulm--minnesota--united-states,2026-09-03,14196,14196,0.812,0.851,0.878,0.9,0.913,25.1057,0.155,111,0,0,0.859,0.88,0.899,14196,13,0.0916,0.814,0.878,3,108,0.848,0.8802,2683,1,0.888,0.875,17,94,0.8885,0.8775,18.8997
new-york--new-york--united-states,2026-09-04,352964,352964,0.767,0.838,0.891,0.917,0.929,43.3466,1.484,31786,0,0,0.896,0.913,0.924,352964,67138,19.0212,0.816,0.902,765,31021,0.797,0.914,186023,3,0.915,0.836,30591,1195,0.914,0.812,52.7031
newark--new-jersey--united-states,2026-09-03,223,223,0.7082,0.743,0.765,0.789,0.8068,0.0,2.6906,2,0,0,0.7605,0.764,0.7675,223,0,0.0,,0.765,0,2,,0.764,0,0,,0.765,0,2,,0.764,0.0
newberg--oregon--united-states,2026-09-03,1014,1014,0.8523,0.874,0.89,0.905,0.917,34.0237,0.0,6,0,0,0.8808,0.8845,0.8935,1014,0,0.0,,0.89,0,6,,0.8845,0,0,,0.89,0,6,,0.8845,0.0
newburyport--massachusetts--united-states,2026-09-03,15060,15060,0.753,0.792,0.847,0.874,0.891,4.6149,0.093,44,0,0,0.756,0.764,0.8003,15060,0,0.0,,0.847,0,44,,0.764,1865,1,0.76,0.854,30,14,0.76,0.8525,12.3838
newport--kentucky--united-states,2026-09-03,32481,32481,0.807,0.836,0.862,0.884,0.903,12.358,0.0,129,0,0,0.841,0.8625,0.88,32481,0,0.0,,0.862,0,129,,0.8625,6573,1,0.899,0.854,40,89,0.8985,0.854,20.2364
newtown--connecticut--united-states,2026-09-03,187553,187553,0.701,0.757,0.807,0.847,0.874,1.7115,2.9293,1008,0,0,0.762,0.805,0.8426,187553,0,0.0,,0.807,0,1008,,0.805,27066,1,0.855,0.796,98,910,0.8555,0.798,14.4311
nicoma-park--oklahoma--united-states,2026-09-03,2427,2427,0.765,0.791,0.815,0.838,0.855,0.0,0.0,6,0,0,0.8028,0.8275,0.8538,2427,0,0.0,,0.815,0,6,,0.8275,2116,1,0.812,0.85,3,3,0.814,0.841,87.1858
normal--illinois--united-states,2026-08-12,3835,3835,0.864,0.874,0.887,0.897,0.909,21.1473,0.0,6,0,0,0.892,0.895,0.8958,3835,0,0.0,,0.887,0,6,,0.895,3835,1,0.887,,6,0,0.895,,100.0
north-carrollton--mississippi--united-states,2026-09-04,378,378,0.783,0.801,0.819,0.8327,0.842,0.0,0.0,2,0,0,0.8175,0.819,0.8205,378,0,0.0,,0.819,0,2,,0.819,378,1,0.819,,2,0,0.819,,100.0
north-ridgeville--ohio--united-states,2026-09-04,6751,6751,0.819,0.835,0.854,0.872,0.886,2.5181,0.0,27,0,0,0.846,0.864,0.8798,6751,0,0.0,,0.854,0,27,,0.864,78,1,0.8535,0.854,4,23,0.873,0.864,1.1554
norwich--connecticut--united-states,2026-09-04,106249,106249,0.63,0.766,0.828,0.869,0.893,6.3681,9.0956,705,0,0,0.789,0.83,0.863,106249,0,0.0,,0.828,0,705,,0.83,2380,1,0.802,0.83,18,687,0.81,0.831,2.24
ocean-ridge--florida--united-states,2026-09-04,9629,9629,0.753,0.784,0.814,0.839,0.857,0.0623,0.0,194,0,0,0.7853,0.8113,0.8325,9629,0,0.0,,0.814,0,194,,0.8113,0,0,,0.814,0,194,,0.8113,0.0
oconomowoc--wisconsin--united-states,2026-09-04,1843,1843,0.771,0.778,0.786,0.796,0.806,0.0,0.217,6,0,0,0.5497,0.599,0.6614,1843,7,0.3798,0.582,0.786,5,1,0.582,0.786,7,1,0.582,0.786,5,1,0.582,0.786,0.3798
ogden--utah--united-states,2026-09-04,42937,42937,0.657,0.737,0.868,0.893,0.909,18.0031,4.7325,140,0,0,0.8606,0.8815,0.8952,42937,74,0.1723,0.1915,0.868,1,139,0.1915,0.8815,9726,3,0.892,0.851,56,84,0.888,0.875,22.6518
oklahoma-city--oklahoma--united-states,2026-09-04,87427,87427,0.814,0.843,0.871,0.893,0.907,17.1537,0.0149,181,0,0,0.833,0.856,0.888,87427,1789,2.0463,0.829,0.872,11,170,0.833,0.859,43633,3,0.856,0.882,91,90,0.8475,0.8708,49.9079
olympia--washington--united-states,2026-09-04,441,441,0.622,0.667,0.712,0.762,0.79,0.0,6.576,6,0,0,0.7065,0.762,0.7661,441,0,0.0,,0.712,0,6,,0.762,0,0,,0.712,0,6,,0.762,0.0
omaha--nebraska--united-states,2026-09-04,83034,83034,0.781,0.812,0.836,0.86,0.882,2.2617,1.6403,103,0,0,0.78,0.837,0.8625,83034,442,0.5323,0.762,0.836,15,88,0.754,0.8462,71081,2,0.833,0.875,53,50,0.837,0.8365,85.6047
orlando--florida--united-states,2026-09-04,1140434,1140434,0.809,0.836,0.861,0.881,0.897,8.2139,0.0122,3837,0,0,0.845,0.864,0.882,1140434,5,0.0004,0.506,0.861,5,3832,0.506,0.864,22553,3,0.859,0.861,66,3771,0.8655,0.864,1.9776
palmer--massachusetts--united-states,2026-09-05,278,278,0.757,0.776,0.793,0.8177,0.834,0.0,0.0,2,0,0,0.7888,0.7985,0.8082,278,0,0.0,,0.793,0,2,,0.7985,0,0,,0.793,0,2,,0.7985,0.0
palmerston-north--manawatu-wanganui--new-zealand,2026-09-05,24471,24471,0.792,0.809,0.84,0.874,0.893,5.5699,0.0041,22,0,0,0.8098,0.8225,0.8665,24471,0,0.0,,0.84,0,22,,0.8225,24471,1,0.84,,22,0,0.8225,,100.0
paramount--california--united-states,2026-09-05,2168,2168,0.874,0.889,0.902,0.912,0.919,55.3506,0.0,14,0,0,0.9012,0.9038,0.9065,2168,0,0.0,,0.902,0,14,,0.9038,0,0,,0.902,0,14,,0.9038,0.0
paris--ile-de-france--france,2026-09-05,137414,137414,0.738,0.793,0.836,0.868,0.89,5.5817,1.8419,2307,0,0,0.698,0.7655,0.8352,137414,64926,47.2485,0.831,0.84,1654,653,0.738,0.831,50922,3,0.832,0.839,458,1849,0.833,0.737,37.0574
parksville--british-columbia--canada,2026-09-05,1,1,0.66,0.66,0.66,0.66,0.66,0.0,0.0,1,0,0,0.66,0.66,0.66,1,1,100.0,0.66,,1,0,0.66,,0,0,,0.66,0,1,,0.66,0.0
pateros--washington--united-states,2026-09-05,1103,1103,0.844,0.858,0.87,0.878,0.885,0.6346,0.0,6,0,0,0.8435,0.8625,0.8688,1103,0,0.0,,0.87,0,6,,0.8625,0,0,,0.87,0,6,,0.8625,0.0
patterson--louisiana--united-states,2026-09-05,471,471,0.877,0.882,0.887,0.8925,0.897,4.2463,0.0,7,0,0,0.8855,0.888,0.889,471,0,0.0,,0.887,0,7,,0.888,471,1,0.887,,7,0,0.888,,100.0
philadelphia--pennsylvania--united-states,2026-09-06,44385,44385,0.755,0.81,0.848,0.877,0.897,8.5502,0.6038,92,0,0,0.8254,0.847,0.8692,44385,1054,2.3747,0.848,0.848,9,83,0.821,0.847,2446,1,0.885,0.846,4,88,0.8725,0.847,5.5109
phoenix--arizona--united-states,2026-09-06,329988,329988,0.767,0.814,0.851,0.881,0.903,12.091,1.1576,659,0,0,0.809,0.843,0.871,329988,17,0.0052,0.885,0.851,9,650,0.788,0.8435,763,1,0.873,0.851,2,657,0.8725,0.843,0.2312
